ethnic,concept_order,tag,feature_type,core_concept,concept,concept_key,normalized_form,component_tokens,confidence,source_intermediate_proto_from_reduction,lexicon_stage_used,lexicon_family_bucket,note
Etruscan,78,limnonym,swamp,texture and sensation,decomposing water,decomposing_water,pufa neri,decomposing + water,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. pufa decompose/rot + neri water."
Etruscan,79,limnonym,swamp,texture and sensation,stagnant mire,stagnant_mire,clanis metua,stagnant + mire,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. Clanis stagnant water + metua moisture/wet."
Etruscan,80,limnonym,marsh,texture and sensation,bog,bog,metua tluscv,bog,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. metua wet/moisture + tluscv earth."
Etruscan,81,limnonym,marsh,texture and sensation,fen,fen,neri tluscv,fen,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. neri water + tluscv earth/land."
Etruscan,82,limnonym,marsh,texture and sensation,reedy water,reedy_water,talape neri,reed + water,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. talape cane + neri water."
Etruscan,83,limnonym,marsh,texture and sensation,wet plain,wet_plain,metua penzna,wet + plain,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. metua wet/moisture + penzna expanse."
Etruscan,84,limnonym,marsh,texture and sensation,shallow sludge,shallow_sludge,tafina metua,shallow + sludge,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. tafina shallow dish + metua wet/moisture."
Etruscan,85,potamonym,river,movement and visibility,that which flows,that_which_flows,rinuth,flowing + thing,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,Etruscan/Tyrrhenian glossary-backed form from uploaded source; ASCII-normalized and not inflected. Source gloss: which flows/proceeds/advances.
Etruscan,86,potamonym,river,movement and visibility,running stream,running_stream,srei gava,running + stream,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. srei run + gava watercourse."
Etruscan,87,potamonym,river,movement and visibility,dark one,dark_one,calu,dark + one,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,Etruscan/Tyrrhenian glossary-backed form from uploaded source; ASCII-normalized and not inflected. calu/calusna dark/darkness; one omitted for name-seed use.
Etruscan,88,potamonym,river,movement and visibility,bright one,bright_one,tiusta,bright + one,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,Etruscan/Tyrrhenian glossary-backed form from uploaded source; ASCII-normalized and not inflected. tiusta brilliant/shining; one omitted for name-seed use.
Etruscan,89,potamonym,river,movement and visibility,muddy one,muddy_one,metua,muddy + one,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. Wet/moisture used as muddy-name seed; exact muddy adjective not found."
Etruscan,90,potamonym,river,movement and visibility,pure one,pure_one,sacni,pure + one,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. sacni sacred/consecrated used as pure-name seed."
Etruscan,91,thalassonym,ocean,concept and sensation,boundless,boundless,vanva,boundless,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. vanva empty/groundless used for boundless/void-like seed."
Etruscan,92,thalassonym,ocean,concept and sensation,outer ring,outer_ring,truia tular,outer + ring,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. truia circle + tular boundary/outer limit."
Etruscan,93,thalassonym,ocean,concept and sensation,endless void,endless_void,vanva,endless + void,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. vanva empty/groundless used for void-like seed."
Etruscan,94,thalassonym,ocean,concept and sensation,great circle,great_circle,ma truia,great + circle,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. ma greatness + truia circle."
Etruscan,95,thalassonym,ocean,concept and sensation,encircling current,encircling_current,cencu gava,encircling + current,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. cencu binds/surrounds + gava watercourse/current."
Etruscan,96,thalassonym,sea,texture and sensation,salt water,salt_water,mula neri,salt + water,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. mula/mola salted grain/sacral meal association + neri water; exact salt word not found."
Etruscan,97,thalassonym,sea,texture and sensation,bitter water,bitter_water,amre neri,bitter + water,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. amre bitter + neri water."
Etruscan,98,thalassonym,sea,texture and sensation,turbulent,turbulent,vahruni,turbulent,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. vahruni agitates/moves/changes."
Etruscan,99,thalassonym,sea,texture and sensation,swelling expanse,swelling_expanse,cilva penzna,swelling + expanse,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. cilva swelling + penzna expanse."
Etruscan,100,thalassonym,gulf,anatomy and geometry,bay,bay,huzrna neri,bay,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. Safe refuge + water used for bay/haven-like water; exact bay word not found."
Etruscan,101,thalassonym,gulf,anatomy and geometry,deep hollow,deep_hollow,thup luri,deep + hollow,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. thup deep + luri fissure/opening."
Etruscan,102,thalassonym,gulf,anatomy and geometry,pocket,pocket,cluti,pocket,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. cluti ark/chest/box used as pocket/enclosed hollow seed."
Etruscan,103,thalassonym,gulf,anatomy and geometry,wide embrace of coast,wide_embrace_of_coast,amplus san neri,wide + embrace + coast,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. amplus wide + san union/embrace + neri water; coast unavailable."
Etruscan,104,pedionym,plain,geometry and visibility,flat land,flat_land,plaute tluscv,flat + land,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. Flat inferred from Plautus/flat-footed note + tluscv land."
Etruscan,105,pedionym,plain,geometry and visibility,open space,open_space,hia suthi,open + space,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. hia open/reveal + suthi place/site."
Etruscan,106,pedionym,plain,geometry and visibility,spread out,spread_out,muca,spread + out,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. muca to wind/creep/spread/widen."
Etruscan,107,pedionym,plain,geometry and visibility,where eye reaches,where_eye_reaches,pupara vetu,eye + reaches,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. pupara eye + vetu sees/knows/recognizes."
Etruscan,108,pedionym,plain,geometry and visibility,treeless expanse,treeless_expanse,penzna,treeless + expanse,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. penzna expanse; treeless element unavailable."
Etruscan,109,pedionym,grassland,utility and vegetation,meadow,meadow,pala,meadow,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. pala meadow is listed as Ladin/Rhaetian/Tyrrhenian-adjacent, not securely Etruscan."
Etruscan,110,pedionym,grassland,utility and vegetation,pasture land,pasture_land,pala tluscv,pasture + land,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. pala meadow + tluscv land/earth."
Etruscan,111,pedionym,grassland,utility and vegetation,green expanse,green_expanse,venzi penzna,green + expanse,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. venzi green/blue + penzna expanse."
Etruscan,112,pedionym,grassland,utility and vegetation,grazing field,grazing_field,horta pala,grazing + field,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. horta agriculture deity + pala meadow; exact grazing word not found."
Etruscan,113,pedionym,steppe,geometry and visibility,barren plain,barren_plain,zarve penzna,barren + plain,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. zarve rigid/sterile/barren + penzna expanse."
Etruscan,114,pedionym,steppe,geometry and visibility,dry flat land,dry_flat_land,az plaute tluscv,dry + flat + land,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. az burn/sear used for dry + plaute flat + tluscv land."
Etruscan,115,pedionym,steppe,geometry and visibility,wide wasteland,wide_wasteland,amplus mala,wide + wasteland,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. amplus wide + mala mountain/wilderness."
Etruscan,116,pedionym,steppe,geometry and visibility,horizon floor,horizon_floor,tular zati,horizon + floor,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. tular boundary/limit + zati base/foundation."
Etruscan,117,speleonym,cave,anatomy and hollows,mouth,mouth_117,lur,mouth,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,Etruscan/Tyrrhenian glossary-backed form from uploaded source; ASCII-normalized and not inflected. lur/luri is opening vocabulary.
Etruscan,118,speleonym,cave,anatomy and hollows,throat,throat,lur,throat,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Low-confidence semantic approximation from uploaded Etruscan/Tyrrhenian glossary; use as a placename seed, not a strict translation. Opening word reused; exact throat word not found."
Etruscan,119,speleonym,cave,anatomy and hollows,hollow,hollow,luri,hollow,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,Etruscan/Tyrrhenian glossary-backed form from uploaded source; ASCII-normalized and not inflected. luri fissure/opening.
Etruscan,120,speleonym,cave,anatomy and hollows,deep dark womb,deep_dark_womb,thup calu tamera,deep + dark + womb,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. thup deep + calu dark + tamera chamber/tomb/home; womb unavailable."
Etruscan,121,speleonym,cave,anatomy and hollows,subterranean shelter,subterranean_shelter,hinthiu huzrna,subterranean + shelter,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. hinthiu underground/infernal + huzrna refuge/safe place."
Etruscan,122,speleonym,cavern,anatomy and hollows,deep rift,deep_rift,thup luri,deep + rift,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. thup deep + luri fissure/opening."
Etruscan,123,speleonym,cavern,anatomy and hollows,cleft in rock,cleft_in_rock,faca kar,cleft + rock,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. faca to cleft + kar rock/rocky mountain."
Etruscan,124,speleonym,cavern,anatomy and hollows,underground chamber,underground_chamber,hinthiu tamera,underground + chamber,Medium,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. hinthiu underground + tamera chamber/tomb/home."
Etruscan,125,speleonym,cavern,anatomy and hollows,abyss,abyss,thup vanva,abyss,Low,Proto-Tyrsenian / Common Tyrrhenic,Etruscan / Tyrrhenian glossary-backed,Tyrrhenian / Etruscan,"Glossary-backed Etruscan/Tyrrhenian seed compound; ASCII-normalized, not inflected grammar. thup deep + vanva empty/groundless void."
Frankish,1,hydronym,river,movement and sound,to flow,to_flow,fleutan,flow_v,Medium,Proto-Germanic; Proto-West-Germanic,Proto-West-Germanic,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Frankish,2,hydronym,river,movement and sound,to run,to_run,rinnan,run_v,Medium,Proto-Germanic; Proto-West-Germanic,Proto-West-Germanic,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
